number,code,price
52282,T,2400
55232,T,2400
55292,T,2400
55323,T,2400
55373,T,2400
55383,T,2400
55424,T,2400
55484,T,2400
55636,T,2400
55727,T,2400
55747,T,2400
55787,T,2400
55838,T,2400
55848,T,2400
55929,T,2400
55939,T,2400
57747,T,2400
66232,T,2400
66272,T,2400
66373,T,2400
66383,T,2400
66393,T,2400
73353,T,2400
75585,T,2400
77232,T,2400
77252,T,2400
77262,T,2400
77343,T,2400
77393,T,2400
77434,T,2400
77525,T,2400
77535,T,2400
77646,T,2400
77929,T,2400
82292,T,2400
84464,T,2400
84474,T,2400
88262,T,2400
88343,T,2400
88646,T,2400
88747,T,2400
94424,T,2400
94454,T,2400
94484,T,2400
99242,T,2400
99262,T,2400
99353,T,2400
99373,T,2400
99424,T,2400
99434,T,2400
99454,T,2400
99484,T,2400
99575,T,2400
99626,T,2400
99858,T,2400
22363,U,2400
22373,U,2400
22393,U,2400
23353,U,2400
23373,U,2400
23383,U,2400
23393,U,2400
24484,U,2400
26233,U,2400
26676,U,2400
29277,U,2400
32252,U,2400
32262,U,2400
32282,U,2400
32377,U,2400
32388,U,2400
32399,U,2400
33252,U,2400
33262,U,2400
33272,U,2400
33292,U,2400
33474,U,2400
33484,U,2400
33525,U,2400
33969,U,2400
35322,U,2400
35565,U,2400
37797,U,2400
43373,U,2400
44262,U,2400
44787,U,2400
44989,U,2400
55474,U,2400
55636,U,2400
55696,U,2400
62633,U,2400
62677,U,2400
62699,U,2400
63622,U,2400
63677,U,2400
66929,U,2400
66949,U,2400
66979,U,2400
69644,U,2400
69949,U,2400
72232,U,2400
72282,U,2400
72788,U,2400
73323,U,2400
74788,U,2400
75535,U,2400
77282,U,2400
77383,U,2400
77393,U,2400
77434,U,2400
77454,U,2400
77494,U,2400
77585,U,2400
77828,U,2400
78744,U,2400
78828,U,2400
79969,U,2400
82899,U,2400
83373,U,2400
83822,U,2400
83877,U,2400
84454,U,2400
84494,U,2400
84866,U,2400
84877,U,2400
85899,U,2400
87737,U,2400
87757,U,2400
87844,U,2400
88373,U,2400
88575,U,2400
88626,U,2400
88747,U,2400
88929,U,2400
92242,U,2400
92282,U,2400
93373,U,2400
93944,U,2400
96626,U,2400
96933,U,2400
96977,U,2400
97737,U,2400
97747,U,2400
98828,U,2400
99232,U,2400
99373,U,2400
99585,U,2400
99646,U,2400
31351,X,2400
31353,X,2400
31361,X,2400
31363,X,2400
31373,X,2400
31533,X,2400
31633,X,2400
31733,X,2400
31833,X,2400
31933,X,2400
32433,X,2400
32522,X,2400
32622,X,2400
32722,X,2400
32822,X,2400
32922,X,2400
33135,X,2400
33137,X,2400
33139,X,2400
33153,X,2400
33163,X,2400
33173,X,2400
33183,X,2400
33193,X,2400
33235,X,2400
33236,X,2400
33237,X,2400
33238,X,2400
33239,X,2400
33436,X,2400
33437,X,2400
33438,X,2400
33439,X,2400
33513,X,2400
33531,X,2400
33532,X,2400
33536,X,2400
33613,X,2400
33631,X,2400
33632,X,2400
33634,X,2400
33637,X,2400
33713,X,2400
33731,X,2400
33732,X,2400
33734,X,2400
33735,X,2400
33738,X,2400
33803,X,2400
33813,X,2400
33831,X,2400
33834,X,2400
33913,X,2400
33931,X,2400
33932,X,2400
33934,X,2400
34233,X,2400
34244,X,2400
34644,X,2400
34744,X,2400
34844,X,2400
34944,X,2400
35131,X,2400
35255,X,2400
35305,X,2400
35313,X,2400
35343,X,2400
35433,X,2400
35455,X,2400
35655,X,2400
35755,X,2400
35855,X,2400
35955,X,2400
36131,X,2400
36133,X,2400
36266,X,2400
36313,X,2400
36566,X,2400
36613,X,2400
36766,X,2400
36866,X,2400
37131,X,2400
37133,X,2400
37277,X,2400
37307,X,2400
37313,X,2400
37477,X,2400
37577,X,2400
37677,X,2400
37713,X,2400
37877,X,2400
37977,X,2400
38131,X,2400
38133,X,2400
38288,X,2400
38308,X,2400
38313,X,2400
38488,X,2400
38588,X,2400
38788,X,2400
38813,X,2400
38988,X,2400
39131,X,2400
39133,X,2400
39299,X,2400
39309,X,2400
39313,X,2400
39499,X,2400
39599,X,2400
39699,X,2400
39799,X,2400
39913,X,2400
40664,X,2400
40774,X,2400
41244,X,2400
41343,X,2400
41421,X,2400
41461,X,2400
41464,X,2400
41471,X,2400
41481,X,2400
41484,X,2400
41491,X,2400
41494,X,2400
41545,X,2400
41644,X,2400
41744,X,2400
41844,X,2400
41944,X,2400
42144,X,2400
42344,X,2400
42402,X,2400
42522,X,2400
42722,X,2400
42822,X,2400
42922,X,2400
43244,X,2400
43424,X,2400
43544,X,2400
43633,X,2400
43733,X,2400
43833,X,2400
43933,X,2400
44146,X,2400
44147,X,2400
44148,X,2400
44149,X,2400
44164,X,2400
44204,X,2400
44241,X,2400
44604,X,2400
44614,X,2400
44641,X,2400
44704,X,2400
44741,X,2400
44804,X,2400
44814,X,2400
44841,X,2400
44904,X,2400
44914,X,2400
44941,X,2400
45255,X,2400
45344,X,2400
45464,X,2400
45755,X,2400
45855,X,2400
45955,X,2400
46141,X,2400
46144,X,2400
46266,X,2400
46366,X,2400
46406,X,2400
46414,X,2400
46445,X,2400
46454,X,2400
46544,X,2400
46614,X,2400
46766,X,2400
46866,X,2400
46966,X,2400
47141,X,2400
47144,X,2400
47277,X,2400
47377,X,2400
47407,X,2400
47414,X,2400
47577,X,2400
47677,X,2400
47714,X,2400
47727,X,2400
47977,X,2400
48141,X,2400
48288,X,2400
48388,X,2400
48408,X,2400
48414,X,2400
48588,X,2400
48688,X,2400
48788,X,2400
48814,X,2400
48828,X,2400
49141,X,2400
49144,X,2400
49299,X,2400
49399,X,2400
49409,X,2400
49414,X,2400
49599,X,2400
49699,X,2400
49799,X,2400
49914,X,2400
51355,X,2400
51454,X,2400
51521,X,2400
51531,X,2400
51571,X,2400
51575,X,2400
51581,X,2400
51585,X,2400
51591,X,2400
51595,X,2400
51656,X,2400
51755,X,2400
51855,X,2400
51955,X,2400
52215,X,2400
52322,X,2400
52422,X,2400
52502,X,2400
52554,X,2400
52556,X,2400
52558,X,2400
52559,X,2400
52622,X,2400
52722,X,2400
52822,X,2400
52922,X,2400
53151,X,2400
53155,X,2400
53233,X,2400
53315,X,2400
53455,X,2400
53503,X,2400
53515,X,2400
53633,X,2400
53733,X,2400
53833,X,2400
53933,X,2400
54244,X,2400
54355,X,2400
54535,X,2400
54552,X,2400
54557,X,2400
54558,X,2400
54559,X,2400
54655,X,2400
54744,X,2400
54844,X,2400
54944,X,2400
55135,X,2400
55153,X,2400
55157,X,2400
55158,X,2400
55159,X,2400
55175,X,2400
55185,X,2400
55195,X,2400
55205,X,2400
55251,X,2400
55254,X,2400
55256,X,2400
55305,X,2400
55315,X,2400
55351,X,2400
55356,X,2400
55357,X,2400
55358,X,2400
55359,X,2400
55452,X,2400
55457,X,2400
55458,X,2400
55459,X,2400
55652,X,2400
55653,X,2400
55658,X,2400
55705,X,2400
55715,X,2400
55751,X,2400
55752,X,2400
55754,X,2400
55805,X,2400
55815,X,2400
55851,X,2400
55853,X,2400
55854,X,2400
55856,X,2400
55857,X,2400
55859,X,2400
55905,X,2400
55915,X,2400
55951,X,2400
55956,X,2400
56266,X,2400
56366,X,2400
56455,X,2400
56552,X,2400
56553,X,2400
56558,X,2400
56866,X,2400
57151,X,2400
57155,X,2400
57277,X,2400
57377,X,2400
57477,X,2400
57507,X,2400
57515,X,2400
57565,X,2400
57655,X,2400
57715,X,2400
57877,X,2400
57977,X,2400
58151,X,2400
58155,X,2400
58288,X,2400
58388,X,2400
58488,X,2400
58508,X,2400
58515,X,2400
58688,X,2400
58788,X,2400
58815,X,2400
59151,X,2400
59155,X,2400
59299,X,2400
59399,X,2400
59499,X,2400
59509,X,2400
59515,X,2400
59799,X,2400
59915,X,2400
61363,X,2400
61366,X,2400
61466,X,2400
61565,X,2400
61621,X,2400
61631,X,2400
61641,X,2400
61646,X,2400
61681,X,2400
61686,X,2400
61866,X,2400
62161,X,2400
62166,X,2400
62216,X,2400
62322,X,2400
62422,X,2400
62522,X,2400
62602,X,2400
62722,X,2400
62822,X,2400
62922,X,2400
63316,X,2400
63433,X,2400
63533,X,2400
63733,X,2400
64161,X,2400
64166,X,2400
64244,X,2400
64344,X,2400
64416,X,2400
64566,X,2400
64604,X,2400
64616,X,2400
64656,X,2400
64744,X,2400
64944,X,2400
65255,X,2400
65355,X,2400
65466,X,2400
65615,X,2400
65646,X,2400
65766,X,2400
65855,X,2400
66146,X,2400
66164,X,2400
66263,X,2400
66264,X,2400
66265,X,2400
66267,X,2400
66268,X,2400
66269,X,2400
66362,X,2400
66364,X,2400
66365,X,2400
66406,X,2400
66416,X,2400
66461,X,2400
66462,X,2400
66463,X,2400
66467,X,2400
66562,X,2400
66568,X,2400
66762,X,2400
66763,X,2400
66764,X,2400
66816,X,2400
66861,X,2400
66863,X,2400
66865,X,2400
66962,X,2400
66963,X,2400
66964,X,2400
66967,X,2400
67277,X,2400
67377,X,2400
67477,X,2400
67566,X,2400
68161,X,2400
68288,X,2400
68388,X,2400
68488,X,2400
68588,X,2400
68616,X,2400
68676,X,2400
68766,X,2400
69499,X,2400
70337,X,2400
71377,X,2400
71474,X,2400
71477,X,2400
71577,X,2400
71721,X,2400
71737,X,2400
71741,X,2400
71747,X,2400
71751,X,2400
71757,X,2400
71791,X,2400
71797,X,2400
72171,X,2400
72177,X,2400
72217,X,2400
72422,X,2400
72522,X,2400
72622,X,2400
72774,X,2400
72775,X,2400
72776,X,2400
72778,X,2400
72779,X,2400
72822,X,2400
72922,X,2400
73171,X,2400
73177,X,2400
73233,X,2400
73317,X,2400
73433,X,2400
73533,X,2400
73633,X,2400
73703,X,2400
73717,X,2400
73774,X,2400
73776,X,2400
73778,X,2400
73833,X,2400
73933,X,2400
74171,X,2400
74177,X,2400
74344,X,2400
74417,X,2400
74644,X,2400
74704,X,2400
74717,X,2400
74776,X,2400
74844,X,2400
75171,X,2400
75177,X,2400
75255,X,2400
75355,X,2400
75517,X,2400
75677,X,2400
75705,X,2400
75717,X,2400
75774,X,2400
75778,X,2400
75855,X,2400
75955,X,2400
76266,X,2400
76366,X,2400
76466,X,2400
76577,X,2400
76772,X,2400
76773,X,2400
76774,X,2400
76877,X,2400
77137,X,2400
77147,X,2400
77157,X,2400
77197,X,2400
77274,X,2400
77275,X,2400
77276,X,2400
77278,X,2400
77279,X,2400
77317,X,2400
77371,X,2400
77374,X,2400
77375,X,2400
77376,X,2400
77378,X,2400
77407,X,2400
77417,X,2400
77471,X,2400
77472,X,2400
77473,X,2400
77476,X,2400
77478,X,2400
77479,X,2400
77507,X,2400
77517,X,2400
77571,X,2400
77572,X,2400
77574,X,2400
77578,X,2400
77579,X,2400
77672,X,2400
77673,X,2400
77674,X,2400
77873,X,2400
77874,X,2400
77907,X,2400
77917,X,2400
77972,X,2400
77973,X,2400
77974,X,2400
77975,X,2400
77976,X,2400
78288,X,2400
78388,X,2400
78488,X,2400
78588,X,2400
78773,X,2400
78774,X,2400
79171,X,2400
79177,X,2400
79299,X,2400
79399,X,2400
79499,X,2400
79599,X,2400
79699,X,2400
79709,X,2400
79717,X,2400
79772,X,2400
79776,X,2400
79917,X,2400
81388,X,2400
81488,X,2400
81588,X,2400
81688,X,2400
81787,X,2400
81831,X,2400
81838,X,2400
81841,X,2400
81848,X,2400
81851,X,2400
81858,X,2400
81861,X,2400
81868,X,2400
82181,X,2400
82322,X,2400
82422,X,2400
82522,X,2400
82622,X,2400
82722,X,2400
82802,X,2400
82922,X,2400
83181,X,2400
83233,X,2400
83318,X,2400
83633,X,2400
83733,X,2400
83803,X,2400
83818,X,2400
83933,X,2400
84181,X,2400
84188,X,2400
84244,X,2400
84344,X,2400
84418,X,2400
84644,X,2400
84744,X,2400
84804,X,2400
84818,X,2400
84944,X,2400
85181,X,2400
85188,X,2400
85255,X,2400
85355,X,2400
85455,X,2400
85518,X,2400
85655,X,2400
85755,X,2400
85805,X,2400
85818,X,2400
85955,X,2400
86181,X,2400
86188,X,2400
86266,X,2400
86366,X,2400
86466,X,2400
86566,X,2400
86618,X,2400
86788,X,2400
86818,X,2400
87277,X,2400
87377,X,2400
87477,X,2400
87577,X,2400
87688,X,2400
88138,X,2400
88148,X,2400
88158,X,2400
88208,X,2400
88284,X,2400
88289,X,2400
88308,X,2400
88318,X,2400
88382,X,2400
88384,X,2400
88385,X,2400
88387,X,2400
88389,X,2400
88408,X,2400
88418,X,2400
88482,X,2400
88483,X,2400
88485,X,2400
88487,X,2400
88489,X,2400
88508,X,2400
88584,X,2400
88589,X,2400
88608,X,2400
88618,X,2400
88782,X,2400
88784,X,2400
88785,X,2400
88982,X,2400
88983,X,2400
88984,X,2400
88985,X,2400
88986,X,2400
89299,X,2400
89499,X,2400
89599,X,2400
91399,X,2400
91499,X,2400
91599,X,2400
91921,X,2400
91931,X,2400
91939,X,2400
91941,X,2400
91949,X,2400
91951,X,2400
91959,X,2400
92191,X,2400
92219,X,2400
92322,X,2400
92422,X,2400
92522,X,2400
92622,X,2400
92822,X,2400
93191,X,2400
93199,X,2400
93233,X,2400
93319,X,2400
93433,X,2400
93533,X,2400
93733,X,2400
93833,X,2400
93919,X,2400
94191,X,2400
94199,X,2400
94344,X,2400
94419,X,2400
94544,X,2400
94744,X,2400
94844,X,2400
94919,X,2400
95191,X,2400
95199,X,2400
95255,X,2400
95455,X,2400
95519,X,2400
95755,X,2400
95855,X,2400
95919,X,2400
96266,X,2400
96366,X,2400
96499,X,2400
96676,X,2400
97191,X,2400
97277,X,2400
97377,X,2400
97477,X,2400
97577,X,2400
97719,X,2400
97919,X,2400
98288,X,2400
98388,X,2400
98488,X,2400
98588,X,2400
99293,X,2400
99294,X,2400
99295,X,2400
99296,X,2400
99297,X,2400
99298,X,2400
99392,X,2400
99394,X,2400
99397,X,2400
99398,X,2400
99419,X,2400
99492,X,2400
99497,X,2400
99498,X,2400
99519,X,2400
99592,X,2400
99596,X,2400
99597,X,2400
99598,X,2400
99692,X,2400
99693,X,2400
99694,X,2400
99695,X,2400
99697,X,2400
99719,X,2400
99792,X,2400
99793,X,2400
99794,X,2400
99795,X,2400
99892,X,2400
99893,X,2400
99894,X,2400
99895,X,2400
33263,X,2200
33723,X,2200
33763,X,2200
33783,X,2200
33823,X,2200
33843,X,2200
33873,X,2200
33893,X,2200
33923,X,2200
33983,X,2200
66236,X,2200
66256,X,2200
66276,X,2200
66326,X,2200
66396,X,2200
66796,X,2200
66926,X,2200
66936,X,2200
66956,X,2200
66976,X,2200
77267,X,2200
77327,X,2200
77357,X,2200
77367,X,2200
77437,X,2200
77467,X,2200
77537,X,2200
77547,X,2200
77627,X,2200
77637,X,2200
77647,X,2200
77837,X,2200
77847,X,2200
77857,X,2200
77927,X,2200
77937,X,2200
77957,X,2200
88278,X,2200
88298,X,2200
88328,X,2200
88398,X,2200
88478,X,2200
88498,X,2200
88578,X,2200
88728,X,2200
88738,X,2200
88748,X,2200
88928,X,2200
88938,X,2200
99489,X,2200
99579,X,2200
99659,X,2200
99759,X,2200
99829,X,2200
99849,X,2200
99859,X,2200
31535,X,2000
31636,X,2000
31737,X,2000
31838,X,2000
31939,X,2000
41747,X,2000
41848,X,2000
41949,X,2000
51858,X,2000
61262,X,2000
71272,X,2000
71373,X,2000
81383,X,2000
81484,X,2000
81585,X,2000
81686,X,2000
91393,X,2000
91494,X,2000
91595,X,2000
91797,X,2000
