,code,number,price,city
677,T,55191,"AED2,600",duabi_new
678,T,59055,"AED2,600",duabi_new
679,T,66212,"AED2,600",duabi_new
680,T,66414,"AED2,600",duabi_new
681,T,66454,"AED2,600",duabi_new
682,T,99515,"AED2,600",duabi_new
683,U,12282,"AED2,600",duabi_new
684,U,12292,"AED2,600",duabi_new
685,U,13155,"AED2,600",duabi_new
686,U,13166,"AED2,600",duabi_new
687,U,13177,"AED2,600",duabi_new
688,U,13353,"AED2,600",duabi_new
689,U,13363,"AED2,600",duabi_new
690,U,13373,"AED2,600",duabi_new
691,U,13383,"AED2,600",duabi_new
692,U,13393,"AED2,600",duabi_new
693,U,14166,"AED2,600",duabi_new
694,U,14474,"AED2,600",duabi_new
695,U,14484,"AED2,600",duabi_new
696,U,14494,"AED2,600",duabi_new
697,U,15133,"AED2,600",duabi_new
698,U,15525,"AED2,600",duabi_new
699,U,15535,"AED2,600",duabi_new
700,U,15585,"AED2,600",duabi_new
701,U,15595,"AED2,600",duabi_new
702,U,16133,"AED2,600",duabi_new
703,U,16144,"AED2,600",duabi_new
704,U,16543,"AED2,600",duabi_new
705,U,16626,"AED2,600",duabi_new
706,U,16646,"AED2,600",duabi_new
707,U,17122,"AED2,600",duabi_new
708,U,17133,"AED2,600",duabi_new
709,U,17144,"AED2,600",duabi_new
710,U,17155,"AED2,600",duabi_new
711,U,17654,"AED2,600",duabi_new
712,U,17737,"AED2,600",duabi_new
713,U,18133,"AED2,600",duabi_new
714,U,18155,"AED2,600",duabi_new
715,U,18838,"AED2,600",duabi_new
716,U,19133,"AED2,600",duabi_new
717,U,19144,"AED2,600",duabi_new
718,U,19155,"AED2,600",duabi_new
719,U,20242,"AED2,600",duabi_new
720,U,20252,"AED2,600",duabi_new
721,U,20262,"AED2,600",duabi_new
722,U,20272,"AED2,600",duabi_new
723,U,20282,"AED2,600",duabi_new
724,U,20292,"AED2,600",duabi_new
725,U,21244,"AED2,600",duabi_new
726,U,22141,"AED2,600",duabi_new
727,U,22151,"AED2,600",duabi_new
728,U,22171,"AED2,600",duabi_new
729,U,22181,"AED2,600",duabi_new
730,U,22515,"AED2,600",duabi_new
731,U,22616,"AED2,600",duabi_new
732,U,22717,"AED2,600",duabi_new
733,U,22919,"AED2,600",duabi_new
734,U,24414,"AED2,600",duabi_new
735,U,25515,"AED2,600",duabi_new
736,U,30373,"AED2,600",duabi_new
737,U,33151,"AED2,600",duabi_new
738,U,33161,"AED2,600",duabi_new
739,U,33171,"AED2,600",duabi_new
740,U,33181,"AED2,600",duabi_new
741,U,33191,"AED2,600",duabi_new
742,U,33414,"AED2,600",duabi_new
743,U,33515,"AED2,600",duabi_new
744,U,33730,"AED2,600",duabi_new
745,U,33930,"AED2,600",duabi_new
746,U,34564,"AED2,600",duabi_new
747,U,35515,"AED2,600",duabi_new
748,U,36616,"AED2,600",duabi_new
749,U,40464,"AED2,600",duabi_new
750,U,40474,"AED2,600",duabi_new
751,U,41477,"AED2,600",duabi_new
752,U,41488,"AED2,600",duabi_new
753,U,44121,"AED2,600",duabi_new
754,U,44161,"AED2,600",duabi_new
755,U,44171,"AED2,600",duabi_new
756,U,44181,"AED2,600",duabi_new
757,U,44191,"AED2,600",duabi_new
758,U,44616,"AED2,600",duabi_new
759,U,44740,"AED2,600",duabi_new
760,U,44840,"AED2,600",duabi_new
761,U,49919,"AED2,600",duabi_new
762,U,50575,"AED2,600",duabi_new
763,U,50585,"AED2,600",duabi_new
764,U,52212,"AED2,600",duabi_new
765,U,53313,"AED2,600",duabi_new
766,U,55181,"AED2,600",duabi_new
767,U,55191,"AED2,600",duabi_new
768,U,61633,"AED2,600",duabi_new
769,U,62212,"AED2,600",duabi_new
770,U,66121,"AED2,600",duabi_new
771,U,66141,"AED2,600",duabi_new
772,U,66181,"AED2,600",duabi_new
773,U,66414,"AED2,600",duabi_new
774,U,72212,"AED2,600",duabi_new
775,U,73313,"AED2,600",duabi_new
776,U,74414,"AED2,600",duabi_new
777,U,77141,"AED2,600",duabi_new
778,U,77151,"AED2,600",duabi_new
779,U,77191,"AED2,600",duabi_new
780,U,77414,"AED2,600",duabi_new
781,U,80828,"AED2,600",duabi_new
782,U,80838,"AED2,600",duabi_new
783,U,80848,"AED2,600",duabi_new
784,U,81822,"AED2,600",duabi_new
785,U,82212,"AED2,600",duabi_new
786,U,83313,"AED2,600",duabi_new
787,U,83323,"AED2,600",duabi_new
788,U,86616,"AED2,600",duabi_new
789,U,88131,"AED2,600",duabi_new
790,U,88141,"AED2,600",duabi_new
791,U,88151,"AED2,600",duabi_new
792,U,88414,"AED2,600",duabi_new
793,U,88515,"AED2,600",duabi_new
794,U,90929,"AED2,600",duabi_new
795,U,90949,"AED2,600",duabi_new
796,U,90959,"AED2,600",duabi_new
797,U,90979,"AED2,600",duabi_new
798,U,92212,"AED2,600",duabi_new
799,U,94414,"AED2,600",duabi_new
800,U,95515,"AED2,600",duabi_new
801,U,98761,"AED2,600",duabi_new
802,U,99131,"AED2,600",duabi_new
803,U,99141,"AED2,600",duabi_new
804,U,99151,"AED2,600",duabi_new
805,U,99212,"AED2,600",duabi_new
806,U,99290,"AED2,600",duabi_new
807,W,48404,"AED2,600",duabi_new
808,W,53505,"AED2,600",duabi_new
809,W,62606,"AED2,600",duabi_new
810,W,64606,"AED2,600",duabi_new
811,W,66706,"AED2,600",duabi_new
812,W,74044,"AED2,600",duabi_new
813,W,99049,"AED2,600",duabi_new
814,X,30360,"AED2,600",duabi_new
815,X,30370,"AED2,600",duabi_new
816,X,30663,"AED2,600",duabi_new
817,X,31336,"AED2,600",duabi_new
818,X,31337,"AED2,600",duabi_new
819,X,31338,"AED2,600",duabi_new
820,X,31339,"AED2,600",duabi_new
821,X,31341,"AED2,600",duabi_new
822,X,31343,"AED2,600",duabi_new
823,X,31433,"AED2,600",duabi_new
824,X,31443,"AED2,600",duabi_new
825,X,32422,"AED2,600",duabi_new
826,X,32443,"AED2,600",duabi_new
827,X,33136,"AED2,600",duabi_new
828,X,33243,"AED2,600",duabi_new
829,X,33423,"AED2,600",duabi_new
830,X,33534,"AED2,600",duabi_new
831,X,34131,"AED2,600",duabi_new
832,X,34133,"AED2,600",duabi_new
833,X,34144,"AED2,600",duabi_new
834,X,34313,"AED2,600",duabi_new
835,X,34405,"AED2,600",duabi_new
836,X,34506,"AED2,600",duabi_new
837,X,35113,"AED2,600",duabi_new
838,X,35303,"AED2,600",duabi_new
839,X,35331,"AED2,600",duabi_new
840,X,35503,"AED2,600",duabi_new
841,X,36166,"AED2,600",duabi_new
842,X,36303,"AED2,600",duabi_new
843,X,36331,"AED2,600",duabi_new
844,X,36603,"AED2,600",duabi_new
845,X,37113,"AED2,600",duabi_new
846,X,37177,"AED2,600",duabi_new
847,X,37303,"AED2,600",duabi_new
848,X,37331,"AED2,600",duabi_new
849,X,37703,"AED2,600",duabi_new
850,X,38188,"AED2,600",duabi_new
851,X,38303,"AED2,600",duabi_new
852,X,38331,"AED2,600",duabi_new
853,X,38803,"AED2,600",duabi_new
854,X,39199,"AED2,600",duabi_new
855,X,39303,"AED2,600",duabi_new
856,X,39331,"AED2,600",duabi_new
857,X,39903,"AED2,600",duabi_new
858,X,40242,"AED2,600",duabi_new
859,X,40332,"AED2,600",duabi_new
860,X,40460,"AED2,600",duabi_new
861,X,40470,"AED2,600",duabi_new
862,X,40556,"AED2,600",duabi_new
863,X,40646,"AED2,600",duabi_new
864,X,40747,"AED2,600",duabi_new
865,X,40949,"AED2,600",duabi_new
866,X,41124,"AED2,600",duabi_new
867,X,41334,"AED2,600",duabi_new
868,X,41344,"AED2,600",duabi_new
869,X,41431,"AED2,600",duabi_new
870,X,41434,"AED2,600",duabi_new
871,X,41442,"AED2,600",duabi_new
872,X,41446,"AED2,600",duabi_new
873,X,41447,"AED2,600",duabi_new
874,X,41448,"AED2,600",duabi_new
875,X,41449,"AED2,600",duabi_new
876,X,41451,"AED2,600",duabi_new
877,X,41454,"AED2,600",duabi_new
878,X,41544,"AED2,600",duabi_new
879,X,42204,"AED2,600",duabi_new
880,X,42404,"AED2,600",duabi_new
881,X,42441,"AED2,600",duabi_new
882,X,43141,"AED2,600",duabi_new
883,X,43144,"AED2,600",duabi_new
884,X,43302,"AED2,600",duabi_new
885,X,43314,"AED2,600",duabi_new
886,X,43414,"AED2,600",duabi_new
887,X,44243,"AED2,600",duabi_new
888,X,44342,"AED2,600",duabi_new
889,X,44534,"AED2,600",duabi_new
890,X,44654,"AED2,600",duabi_new
891,X,45067,"AED2,600",duabi_new
892,X,45141,"AED2,600",duabi_new
893,X,45144,"AED2,600",duabi_new
894,X,45355,"AED2,600",duabi_new
895,X,45414,"AED2,600",duabi_new
896,X,45506,"AED2,600",duabi_new
897,X,45607,"AED2,600",duabi_new
898,X,46114,"AED2,600",duabi_new
899,X,46166,"AED2,600",duabi_new
900,X,46404,"AED2,600",duabi_new
901,X,46441,"AED2,600",duabi_new
902,X,46566,"AED2,600",duabi_new
903,X,46604,"AED2,600",duabi_new
904,X,47114,"AED2,600",duabi_new
905,X,47177,"AED2,600",duabi_new
906,X,47404,"AED2,600",duabi_new
907,X,47441,"AED2,600",duabi_new
908,X,47717,"AED2,600",duabi_new
909,X,48188,"AED2,600",duabi_new
910,X,48404,"AED2,600",duabi_new
911,X,48441,"AED2,600",duabi_new
912,X,48818,"AED2,600",duabi_new
913,X,49114,"AED2,600",duabi_new
914,X,49199,"AED2,600",duabi_new
915,X,49404,"AED2,600",duabi_new
916,X,49441,"AED2,600",duabi_new
917,X,49904,"AED2,600",duabi_new
918,X,50225,"AED2,600",duabi_new
919,X,50252,"AED2,600",duabi_new
920,X,50335,"AED2,600",duabi_new
921,X,50353,"AED2,600",duabi_new
922,X,50443,"AED2,600",duabi_new
923,X,50520,"AED2,600",duabi_new
924,X,50570,"AED2,600",duabi_new
925,X,50667,"AED2,600",duabi_new
926,X,50757,"AED2,600",duabi_new
927,X,50775,"AED2,600",duabi_new
928,X,50858,"AED2,600",duabi_new
929,X,50959,"AED2,600",duabi_new
930,X,51125,"AED2,600",duabi_new
931,X,51255,"AED2,600",duabi_new
932,X,51413,"AED2,600",duabi_new
933,X,51455,"AED2,600",duabi_new
934,X,51541,"AED2,600",duabi_new
935,X,51552,"AED2,600",duabi_new
936,X,51553,"AED2,600",duabi_new
937,X,51558,"AED2,600",duabi_new
938,X,51559,"AED2,600",duabi_new
939,X,51561,"AED2,600",duabi_new
940,X,51565,"AED2,600",duabi_new
941,X,51665,"AED2,600",duabi_new
942,X,52122,"AED2,600",duabi_new
943,X,52155,"AED2,600",duabi_new
944,X,52205,"AED2,600",duabi_new
945,X,52551,"AED2,600",duabi_new
946,X,53133,"AED2,600",duabi_new
947,X,53305,"AED2,600",duabi_new
948,X,53433,"AED2,600",duabi_new
949,X,53505,"AED2,600",duabi_new
950,X,53551,"AED2,600",duabi_new
951,X,54032,"AED2,600",duabi_new
952,X,54144,"AED2,600",duabi_new
953,X,54151,"AED2,600",duabi_new
954,X,54155,"AED2,600",duabi_new
955,X,54344,"AED2,600",duabi_new
956,X,54403,"AED2,600",duabi_new
957,X,54415,"AED2,600",duabi_new
958,X,54515,"AED2,600",duabi_new
959,X,54644,"AED2,600",duabi_new
960,X,55125,"AED2,600",duabi_new
961,X,55215,"AED2,600",duabi_new
962,X,55756,"AED2,600",duabi_new
963,X,56078,"AED2,600",duabi_new
964,X,56151,"AED2,600",duabi_new
965,X,56155,"AED2,600",duabi_new
966,X,56466,"AED2,600",duabi_new
967,X,56515,"AED2,600",duabi_new
968,X,56607,"AED2,600",duabi_new
969,X,56615,"AED2,600",duabi_new
970,X,56708,"AED2,600",duabi_new
971,X,57177,"AED2,600",duabi_new
972,X,57505,"AED2,600",duabi_new
973,X,57551,"AED2,600",duabi_new
974,X,57556,"AED2,600",duabi_new
975,X,57677,"AED2,600",duabi_new
976,X,58188,"AED2,600",duabi_new
977,X,58505,"AED2,600",duabi_new
978,X,58551,"AED2,600",duabi_new
979,X,58805,"AED2,600",duabi_new
980,X,59115,"AED2,600",duabi_new
981,X,59199,"AED2,600",duabi_new
982,X,59505,"AED2,600",duabi_new
983,X,59551,"AED2,600",duabi_new
984,X,59905,"AED2,600",duabi_new
985,X,60226,"AED2,600",duabi_new
986,X,60262,"AED2,600",duabi_new
987,X,60446,"AED2,600",duabi_new
988,X,60464,"AED2,600",duabi_new
989,X,60554,"AED2,600",duabi_new
990,X,60640,"AED2,600",duabi_new
991,X,60868,"AED2,600",duabi_new
992,X,61126,"AED2,600",duabi_new
993,X,61266,"AED2,600",duabi_new
994,X,61514,"AED2,600",duabi_new
995,X,61556,"AED2,600",duabi_new
996,X,61566,"AED2,600",duabi_new
997,X,61636,"AED2,600",duabi_new
998,X,61651,"AED2,600",duabi_new
999,X,61656,"AED2,600",duabi_new
1000,X,61662,"AED2,600",duabi_new
1001,X,61663,"AED2,600",duabi_new
1002,X,61664,"AED2,600",duabi_new
1003,X,61671,"AED2,600",duabi_new
1004,X,61676,"AED2,600",duabi_new
1005,X,61691,"AED2,600",duabi_new
1006,X,61766,"AED2,600",duabi_new
1007,X,61966,"AED2,600",duabi_new
1008,X,62116,"AED2,600",duabi_new
1009,X,62122,"AED2,600",duabi_new
1010,X,62206,"AED2,600",duabi_new
1011,X,62661,"AED2,600",duabi_new
1012,X,63133,"AED2,600",duabi_new
1013,X,63166,"AED2,600",duabi_new
1014,X,64144,"AED2,600",duabi_new
1015,X,64406,"AED2,600",duabi_new
1016,X,64544,"AED2,600",duabi_new
1017,X,64661,"AED2,600",duabi_new
1018,X,65043,"AED2,600",duabi_new
1019,X,65155,"AED2,600",duabi_new
1020,X,65161,"AED2,600",duabi_new
1021,X,65166,"AED2,600",duabi_new
1022,X,65455,"AED2,600",duabi_new
1023,X,65504,"AED2,600",duabi_new
1024,X,65516,"AED2,600",duabi_new
1025,X,65616,"AED2,600",duabi_new
1026,X,65664,"AED2,600",duabi_new
1027,X,65755,"AED2,600",duabi_new
1028,X,66136,"AED2,600",duabi_new
1029,X,66216,"AED2,600",duabi_new
1030,X,66316,"AED2,600",duabi_new
1031,X,66465,"AED2,600",duabi_new
1032,X,66564,"AED2,600",duabi_new
1033,X,66576,"AED2,600",duabi_new
1034,X,66756,"AED2,600",duabi_new
1035,X,67161,"AED2,600",duabi_new
1036,X,67166,"AED2,600",duabi_new
1037,X,67577,"AED2,600",duabi_new
1038,X,67616,"AED2,600",duabi_new
1039,X,67708,"AED2,600",duabi_new
1040,X,67716,"AED2,600",duabi_new
1041,X,68661,"AED2,600",duabi_new
1042,X,68667,"AED2,600",duabi_new
1043,X,68788,"AED2,600",duabi_new
1044,X,68806,"AED2,600",duabi_new
1045,X,69662,"AED2,600",duabi_new
1046,X,69664,"AED2,600",duabi_new
1047,X,69665,"AED2,600",duabi_new
1048,X,70227,"AED2,600",duabi_new
1049,X,70272,"AED2,600",duabi_new
1050,X,70373,"AED2,600",duabi_new
1051,X,70447,"AED2,600",duabi_new
1052,X,70474,"AED2,600",duabi_new
1053,X,70557,"AED2,600",duabi_new
1054,X,70575,"AED2,600",duabi_new
1055,X,70665,"AED2,600",duabi_new
1056,X,70740,"AED2,600",duabi_new
1057,X,70790,"AED2,600",duabi_new
1058,X,71167,"AED2,600",duabi_new
1059,X,71615,"AED2,600",duabi_new
1060,X,71667,"AED2,600",duabi_new
1061,X,71677,"AED2,600",duabi_new
1062,X,71761,"AED2,600",duabi_new
1063,X,71767,"AED2,600",duabi_new
1064,X,71773,"AED2,600",duabi_new
1065,X,71774,"AED2,600",duabi_new
1066,X,71779,"AED2,600",duabi_new
1067,X,71781,"AED2,600",duabi_new
1068,X,71787,"AED2,600",duabi_new
1069,X,71877,"AED2,600",duabi_new
1070,X,71887,"AED2,600",duabi_new
1071,X,72117,"AED2,600",duabi_new
1072,X,72122,"AED2,600",duabi_new
1073,X,72207,"AED2,600",duabi_new
1074,X,72707,"AED2,600",duabi_new
1075,X,72771,"AED2,600",duabi_new
1076,X,73133,"AED2,600",duabi_new
1077,X,73307,"AED2,600",duabi_new
1078,X,73707,"AED2,600",duabi_new
1079,X,73771,"AED2,600",duabi_new
1080,X,74117,"AED2,600",duabi_new
1081,X,74144,"AED2,600",duabi_new
1082,X,74407,"AED2,600",duabi_new
1083,X,74771,"AED2,600",duabi_new
1084,X,75117,"AED2,600",duabi_new
1085,X,75155,"AED2,600",duabi_new
1086,X,75507,"AED2,600",duabi_new
1087,X,75655,"AED2,600",duabi_new
1088,X,76054,"AED2,600",duabi_new
1089,X,76166,"AED2,600",duabi_new
1090,X,76171,"AED2,600",duabi_new
1091,X,76177,"AED2,600",duabi_new
1092,X,76566,"AED2,600",duabi_new
1093,X,76605,"AED2,600",duabi_new
1094,X,76617,"AED2,600",duabi_new
1095,X,76717,"AED2,600",duabi_new
1096,X,76866,"AED2,600",duabi_new
1097,X,77127,"AED2,600",duabi_new
1098,X,77217,"AED2,600",duabi_new
1099,X,77271,"AED2,600",duabi_new
1100,X,77657,"AED2,600",duabi_new
1101,X,78171,"AED2,600",duabi_new
1102,X,78188,"AED2,600",duabi_new
1103,X,78717,"AED2,600",duabi_new
1104,X,79117,"AED2,600",duabi_new
1105,X,79199,"AED2,600",duabi_new
1106,X,79877,"AED2,600",duabi_new
1107,X,79907,"AED2,600",duabi_new
1108,X,80228,"AED2,600",duabi_new
1109,X,80338,"AED2,600",duabi_new
1110,X,80448,"AED2,600",duabi_new
1111,X,80558,"AED2,600",duabi_new
1112,X,80820,"AED2,600",duabi_new
1113,X,80840,"AED2,600",duabi_new
1114,X,80860,"AED2,600",duabi_new
1115,X,81128,"AED2,600",duabi_new
1116,X,81148,"AED2,600",duabi_new
1117,X,81716,"AED2,600",duabi_new
1118,X,81778,"AED2,600",duabi_new
1119,X,81788,"AED2,600",duabi_new
1120,X,81871,"AED2,600",duabi_new
1121,X,81884,"AED2,600",duabi_new
1122,X,81891,"AED2,600",duabi_new
1123,X,82118,"AED2,600",duabi_new
1124,X,82122,"AED2,600",duabi_new
1125,X,82188,"AED2,600",duabi_new
1126,X,82208,"AED2,600",duabi_new
1127,X,82218,"AED2,600",duabi_new
1128,X,82808,"AED2,600",duabi_new
1129,X,82881,"AED2,600",duabi_new
1130,X,83133,"AED2,600",duabi_new
1131,X,83881,"AED2,600",duabi_new
1132,X,84118,"AED2,600",duabi_new
1133,X,84144,"AED2,600",duabi_new
1134,X,84408,"AED2,600",duabi_new
1135,X,84808,"AED2,600",duabi_new
1136,X,84881,"AED2,600",duabi_new
1137,X,85118,"AED2,600",duabi_new
1138,X,85155,"AED2,600",duabi_new
1139,X,85508,"AED2,600",duabi_new
1140,X,85808,"AED2,600",duabi_new
1141,X,86118,"AED2,600",duabi_new
1142,X,86766,"AED2,600",duabi_new
1143,X,87065,"AED2,600",duabi_new
1144,X,87181,"AED2,600",duabi_new
1145,X,87188,"AED2,600",duabi_new
1146,X,87706,"AED2,600",duabi_new
1147,X,87718,"AED2,600",duabi_new
1148,X,87817,"AED2,600",duabi_new
1149,X,87977,"AED2,600",duabi_new
1150,X,88128,"AED2,600",duabi_new
1151,X,88183,"AED2,600",duabi_new
1152,X,88184,"AED2,600",duabi_new
1153,X,88185,"AED2,600",duabi_new
1154,X,88218,"AED2,600",duabi_new
1155,X,88281,"AED2,600",duabi_new
1156,X,88381,"AED2,600",duabi_new
1157,X,88481,"AED2,600",duabi_new
1158,X,88581,"AED2,600",duabi_new
1159,X,88681,"AED2,600",duabi_new
1160,X,88687,"AED2,600",duabi_new
1161,X,88981,"AED2,600",duabi_new
1162,X,89181,"AED2,600",duabi_new
1163,X,89819,"AED2,600",duabi_new
1164,X,90339,"AED2,600",duabi_new
1165,X,90449,"AED2,600",duabi_new
1166,X,90559,"AED2,600",duabi_new
1167,X,90920,"AED2,600",duabi_new
1168,X,90930,"AED2,600",duabi_new
1169,X,90940,"AED2,600",duabi_new
1170,X,90950,"AED2,600",duabi_new
1171,X,91699,"AED2,600",duabi_new
1172,X,91889,"AED2,600",duabi_new
1173,X,91899,"AED2,600",duabi_new
1174,X,91961,"AED2,600",duabi_new
1175,X,91997,"AED2,600",duabi_new
1176,X,92199,"AED2,600",duabi_new
1177,X,92209,"AED2,600",duabi_new
1178,X,92909,"AED2,600",duabi_new
1179,X,93133,"AED2,600",duabi_new
1180,X,93309,"AED2,600",duabi_new
1181,X,93909,"AED2,600",duabi_new
1182,X,93991,"AED2,600",duabi_new
1183,X,94119,"AED2,600",duabi_new
1184,X,94144,"AED2,600",duabi_new
1185,X,94409,"AED2,600",duabi_new
1186,X,94909,"AED2,600",duabi_new
1187,X,95119,"AED2,600",duabi_new
1188,X,95155,"AED2,600",duabi_new
1189,X,95509,"AED2,600",duabi_new
1190,X,95991,"AED2,600",duabi_new
1191,X,96199,"AED2,600",duabi_new
1192,X,96916,"AED2,600",duabi_new
1193,X,96991,"AED2,600",duabi_new
1194,X,97177,"AED2,600",duabi_new
1195,X,97709,"AED2,600",duabi_new
1196,X,97877,"AED2,600",duabi_new
1197,X,97909,"AED2,600",duabi_new
1198,X,97991,"AED2,600",duabi_new
1199,X,98191,"AED2,600",duabi_new
1200,X,98199,"AED2,600",duabi_new
1201,X,98807,"AED2,600",duabi_new
1202,X,99193,"AED2,600",duabi_new
1203,X,99194,"AED2,600",duabi_new
1204,X,99197,"AED2,600",duabi_new
1205,X,99291,"AED2,600",duabi_new
1206,X,99391,"AED2,600",duabi_new
1207,X,99491,"AED2,600",duabi_new
1208,X,99591,"AED2,600",duabi_new
1209,X,99791,"AED2,600",duabi_new
1210,G,29949,"AED2,400",duabi_new
1211,G,33626,"AED2,400",duabi_new
1212,G,33727,"AED2,400",duabi_new
1213,G,33767,"AED2,400",duabi_new
1214,G,33797,"AED2,400",duabi_new
1215,G,33828,"AED2,400",duabi_new
1216,G,33878,"AED2,400",duabi_new
1217,G,33959,"AED2,400",duabi_new
1218,G,44252,"AED2,400",duabi_new
1219,G,44282,"AED2,400",duabi_new
1220,G,44585,"AED2,400",duabi_new
1221,G,44636,"AED2,400",duabi_new
1222,G,55262,"AED2,400",duabi_new
1223,G,55292,"AED2,400",duabi_new
1224,G,55737,"AED2,400",duabi_new
1225,G,62242,"AED2,400",duabi_new
1226,G,64474,"AED2,400",duabi_new
1227,G,66232,"AED2,400",duabi_new
1228,G,66484,"AED2,400",duabi_new
1229,G,77343,"AED2,400",duabi_new
1230,G,77494,"AED2,400",duabi_new
1231,G,77525,"AED2,400",duabi_new
1232,G,88595,"AED2,400",duabi_new
1233,G,99373,"AED2,400",duabi_new
1234,I,33525,"AED2,400",duabi_new
1235,I,33767,"AED2,400",duabi_new
1236,I,33979,"AED2,400",duabi_new
1237,I,42262,"AED2,400",duabi_new
1238,I,44272,"AED2,400",duabi_new
1239,I,44626,"AED2,400",duabi_new
1240,I,44686,"AED2,400",duabi_new
1241,I,44828,"AED2,400",duabi_new
1242,I,44858,"AED2,400",duabi_new
1243,I,55292,"AED2,400",duabi_new
1244,I,55484,"AED2,400",duabi_new
1245,I,55686,"AED2,400",duabi_new
1246,I,55939,"AED2,400",duabi_new
1247,I,55949,"AED2,400",duabi_new
1248,I,88424,"AED2,400",duabi_new
1249,I,99242,"AED2,400",duabi_new
1250,J,22686,"AED2,400",duabi_new
1251,J,33252,"AED2,400",duabi_new
1252,J,33686,"AED2,400",duabi_new
1253,J,44262,"AED2,400",duabi_new
1254,J,44282,"AED2,400",duabi_new
1255,J,44292,"AED2,400",duabi_new
1256,J,44525,"AED2,400",duabi_new
1257,J,44787,"AED2,400",duabi_new
1258,J,44797,"AED2,400",duabi_new
1259,J,44838,"AED2,400",duabi_new
1260,J,55292,"AED2,400",duabi_new
1261,J,55373,"AED2,400",duabi_new
1262,J,55737,"AED2,400",duabi_new
1263,J,66272,"AED2,400",duabi_new
1264,J,66434,"AED2,400",duabi_new
1265,J,77434,"AED2,400",duabi_new
1266,J,99373,"AED2,400",duabi_new
1267,J,99424,"AED2,400",duabi_new
1268,J,99434,"AED2,400",duabi_new
1269,J,99474,"AED2,400",duabi_new
1270,L,36646,"AED2,400",duabi_new
1271,L,74464,"AED2,400",duabi_new
1272,L,74494,"AED2,400",duabi_new
1273,L,76646,"AED2,400",duabi_new
1274,L,83363,"AED2,400",duabi_new
1275,L,84424,"AED2,400",duabi_new
1276,L,84464,"AED2,400",duabi_new
1277,L,92252,"AED2,400",duabi_new
1278,L,94464,"AED2,400",duabi_new
1279,N,44252,"AED2,400",duabi_new
1280,N,44272,"AED2,400",duabi_new
1281,N,44636,"AED2,400",duabi_new
1282,N,44737,"AED2,400",duabi_new
1283,N,44757,"AED2,400",duabi_new
1284,N,44868,"AED2,400",duabi_new
1285,N,54474,"AED2,400",duabi_new
1286,N,55262,"AED2,400",duabi_new
1287,N,55383,"AED2,400",duabi_new
1288,N,55727,"AED2,400",duabi_new
1289,N,55838,"AED2,400",duabi_new
1290,N,55939,"AED2,400",duabi_new
1291,N,55979,"AED2,400",duabi_new
1292,N,66242,"AED2,400",duabi_new
1293,N,66292,"AED2,400",duabi_new
1294,N,66343,"AED2,400",duabi_new
1295,N,66353,"AED2,400",duabi_new
1296,N,66434,"AED2,400",duabi_new
1297,N,73393,"AED2,400",duabi_new
1298,N,74494,"AED2,400",duabi_new
1299,N,88474,"AED2,400",duabi_new
1300,N,88545,"AED2,400",duabi_new
1301,N,88646,"AED2,400",duabi_new
1302,O,22494,"AED2,400",duabi_new
1303,O,22575,"AED2,400",duabi_new
1304,O,22636,"AED2,400",duabi_new
1305,O,22939,"AED2,400",duabi_new
1306,O,33282,"AED2,400",duabi_new
1307,O,33292,"AED2,400",duabi_new
1308,O,33929,"AED2,400",duabi_new
1309,O,33979,"AED2,400",duabi_new
1310,O,42262,"AED2,400",duabi_new
1311,O,44363,"AED2,400",duabi_new
1312,O,44383,"AED2,400",duabi_new
1313,O,44636,"AED2,400",duabi_new
1314,O,44676,"AED2,400",duabi_new
1315,O,44686,"AED2,400",duabi_new
1316,O,44727,"AED2,400",duabi_new
1317,O,44757,"AED2,400",duabi_new
1318,O,44787,"AED2,400",duabi_new
1319,O,44797,"AED2,400",duabi_new
1320,O,44858,"AED2,400",duabi_new
1321,O,44868,"AED2,400",duabi_new
1322,O,44878,"AED2,400",duabi_new
1323,O,44929,"AED2,400",duabi_new
1324,O,44939,"AED2,400",duabi_new
1325,O,44959,"AED2,400",duabi_new
1326,O,46636,"AED2,400",duabi_new
1327,O,52292,"AED2,400",duabi_new
1328,O,54424,"AED2,400",duabi_new
1329,O,55232,"AED2,400",duabi_new
1330,O,55262,"AED2,400",duabi_new
1331,O,55292,"AED2,400",duabi_new
1332,O,55383,"AED2,400",duabi_new
1333,O,55393,"AED2,400",duabi_new
1334,O,55626,"AED2,400",duabi_new
1335,O,55636,"AED2,400",duabi_new
1336,O,55747,"AED2,400",duabi_new
1337,O,55838,"AED2,400",duabi_new
1338,O,55848,"AED2,400",duabi_new
1339,O,55929,"AED2,400",duabi_new
1340,O,64474,"AED2,400",duabi_new
1341,O,66252,"AED2,400",duabi_new
1342,O,66292,"AED2,400",duabi_new
1343,O,66424,"AED2,400",duabi_new
1344,O,66474,"AED2,400",duabi_new
1345,O,66494,"AED2,400",duabi_new
1346,O,66727,"AED2,400",duabi_new
1347,O,66797,"AED2,400",duabi_new
1348,O,66848,"AED2,400",duabi_new
1349,O,74484,"AED2,400",duabi_new
1350,O,75585,"AED2,400",duabi_new
1351,O,77252,"AED2,400",duabi_new
1352,O,77323,"AED2,400",duabi_new
1353,O,77353,"AED2,400",duabi_new
1354,O,77383,"AED2,400",duabi_new
1355,O,77454,"AED2,400",duabi_new
1356,O,77464,"AED2,400",duabi_new
1357,O,77525,"AED2,400",duabi_new
